skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,error_get_energy_consumption_class,error_get_air_polution_data,error_get_perziuru_sk,Buto numeris:,Pastato energijos suvartojimo klasė:,error_get_coordinates,scrape_date
"Vilnius, Antakalnis, Peteliškių g., 3 kambarių buto nuoma",9,"62,73 m²",600 €,3,2,5,1986,Mūrinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, Internetas, Kabelinė televizija","Sandėliukas, Balkonas, Vieta automobiliui","Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",,www.aruodas.lt/4-1194534,2022-11-16,2022-11-16,2022-12-31,18,1911/27 (iš viso/šiandien),600,54.684202,25.317419,1911/27,"Prestižiniame rajone - Antakalnyje, Peteliškių g., nuomojamas naujai, ką tik po kosmetinio remonto, trijų kambario butas.
Buto išplanavimas: svetainė - 18.58 kv/m, 2 kambariai 10.03kv/m ir 13.08kv/m - gali būti miegamojo kambariai arba vaikų kambarys, virtuvė - 8.15kv/m, holas - 7.89kv/m, vonios kambarys - 2.60kv/m WC - 1.20kv/m, sandėliukas 1.20kv/m, 2 įstiklinti balkonai.BUTO YPATUMAI:
Būtiniausia buitinė technika, kodinė laiptinės spyna, Langai su stiklo paketais, , Skalbimo mašina, baldų minimaliai.Vieta automobiliui – PARKAVIMO VIETA. VISADA RASITE VIETOS SAVO AUTOMOBILIUI!!!PATRAUKLI VIETA Netoliese viešojo transporto stotelės, daug gamtos, dviračių takų. Tai PUIKI vieta gyventi, netoliese Rimi, Aibe, taip pat Belmontas ir gražios apylinkes pasivaikščiojimams, 15min. pėsčiomis iki Užupio, kur gausu kavinių!!!!!Tik ilgalaikė nuoma,.
Depozitas už 2 mėn.",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-peteliskiu-g-prestiziniame-rajone-antakalnyje-4-1194534/,,'NoneType' object has no attribute 'find_all',,5,,,2022_12_30
"Vilnius, Žirmūnai, Tuskulėnų g., 1 kambario buto nuoma",,12 m²,360 €,1,5,5,1969,Blokinis,Centrinis,Įrengtas,"Atskiras įėjimas, Tualetas ir vonia atskirai, Nauja kanalizacija, Internetas, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas",,www.aruodas.lt/4-1193926,2022-11-16,2022-12-09,2022-12-31,20,4115/10 (iš viso/šiandien),360,54.697134,25.293892,4115/10,"IŠNUOMOJAMA STUDIJA ŽIRMŪNUOSE, TUSKULĖNŲ G.
Studijos yra puikioje lokacijoje, keletas žingsnių iki Neries upes, dviračių ir pasivaikščiojimo takų. Aplinkui puikiai išvystyta infrastruktūra – netoliese prekybos centrai, vieta patogiai pasiekiama nuosavu ir viešuoju transportu, netoliese viešojo transporto stotelė. Iki Vilniaus miesto katedros tik 1,6km.
Studija naujai įrengta, su baldais ir buitine įranga, tinka gyventi 1 asmeniui",4 Klasė Vidutinė (4-5),14.6 µg/m3,22.7 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-isnuomojama-studija-zirmunuose-tuskulenu-g-4-1193926/,,,,,,,2022_12_30
"Vilnius, Senamiestis, Aguonų g., 1 kambario buto nuoma",20,20 m²,430 €,1,3,4,1958,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, Virtuvė sujungta su kambariu",Balkonas,"Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Indaplovė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-1198274,2022-12-01,2022-12-30,,14,797/11 (iš viso/šiandien),430,54.674489,25.277935,797/11,"Studio tipo butas Aguonų g., SenamiestyjeIŠNUOMOJAMAS NAUJAI SUREMONTUOTAS STUDIO TIPO BUTAS SENAMIESTYJE.BUTAS JAUKUS IR LABAI ŠILTAS.KOMPAKTIŠKAS 20 KV.M., NEDIDELI KOMUNALIAI MOKESČIAI.
NUOMOJAMAS SU BALDAIS IRVISA REIKALINGA BUITINE TECHNIKAAdresas: Aguonų g. 20, SenamiestyjeBendras plotas: 20 kv.m.Aukštas: 3 iš 4
Centrinis šildymasIŠPLANAVIMAS- Bendra poilsio ir miegamojo zona- Atskira virtuvės zona- Vonia ir tualetas kartu- BalkonasĮRENGIMAS:- Langai: plastikiniai rėmai su stiklo paketais- Durys: įėjimo šarvuotos, laiptinės su kodine spyna- Sienos: dažytos- San. mazgas: tualetas ir dušo kabina vienoje patalpoje- Namas mūrinis- Tvarkinga laiptinė
- Kultūringi ir ramūs kaimynai- Rami vieta ir bute nėra triukšmo iš laukoBALDAI IR BUITINĖ TECHNIKA:Nuomojamas su kokybiškais naujais baldais (sofa - lova, spinta, darbo stalas, virtuvės komplektas)Buitine technika (skalbimo mašina, šaldytuvas, viryklė, mikrobangų krosnele, gartraukis)EKSPLOATACINĖS IŠLAIDOS:Bendros komunalinės išlaidos vasaros laikotarpiu apie 40 eur/mėn, žiemos laikotarpiu apie 70 eur/mėn.PARKAVIMAS:- Nemokamas vidiniame kiemeVIETA:- Centrinė Vilniaus miesto dalis- Strategiškai patogi vieta, pėsčiomis greitai pasieksite bet kurį tašką Senamiestyje- Idealiai tinka dirbantiems Senamiestyje, Naujamiestyje arba aplinkinėse teritorijose
- Netoliese yra kavinės, restoranai, vaikų darželiai, mokyklos, parduotuvės, ir kt.PAPILDOMA INFORMACIJA NUOMININKAMS:Butas jau laisvas.Minimalus nuomos laikotarpis nuo 6 mėn.Bus taikomas vienkartinis tarpininkavimo mokestis.
",4 Klasė Vidutinė (4-5),14.8 µg/m3,22.5 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-studio-tipo-butas-aguonu-g-senamiestyje-4-1198274/,,,,,,,2022_12_30
"Vilnius, Šiaurės miestelis, S. Žukausko g., 3 kambarių buto nuoma",,85 m²,850 €,3,3,10,2005,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,www.aruodas.lt/4-564711,2022-11-16,2022-11-26,2022-12-31,3,905/9 (iš viso/šiandien),850,54.707395,25.297211,905/9,"Nuo 2016 04 06 d Išnuomojamas 85 kv.m., 3 k. butas S. Žukausko g. Šiaurės miestelisSVARBIAUSIA INFORMACIJAAukštas 3, liftas, garažas automobiliui
Labai tvarkingarakinama laiptinė
Pro langus matosi Vilniaus miesto panorama
Kaina: 850 Eur.
Itin pigus buto išlaikymasIŠPLANAVIMAS
3 kambariai:
*2 Miegamieji,
*Virtuvė sujungta su svetaine
*WC ir Dušas/ vonia
* drabužinė
* sandėliukas
2 BalkonaiĮRENGIMAS
Butas pilnai įrengtas su visais baldais ir integruota technika.KITI YPATUMAI
- Nuomojamas su integruotais baldais su visais baldais bei buitine technika. (Skalbimo mašina/šaldytuvas/orkaitėir t.t.)
- Patogus susisiekimas su kitomis miesto dalimis.
-Geri kaimynai.Mielai aprodysime abipusiai patogiu metu.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuo-2016-04-06-d-isnuomojamas-85-kvm-3-k-4-564711/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Pilaitė, Karaliaučiaus g., 2 kambarių buto nuoma",,46 m²,500 €,2,2,5,2008,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,,,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",,www.aruodas.lt/4-1194448,2022-11-16,2022-12-01,2022-12-31,8,1346/29 (iš viso/šiandien),500,54.707367,25.174967,1346/29,"Gamtos apsuptyje tarp Gilužio ir Salotės ežerų įsikūrusiame Pilaitės mikrorajone nuomojamas jaukus 2k butas su baldais ir buitine technika. Racionalus buto išplanavimas, atskira virtuvė, kurioje yra orkaitė, kaitlentė, gartraukis, mikrobangė, šaldytuvas bei skalbyklė su džiovykle.Nebrangus reguliuojamas šildymas. Parkingas. Be tarpininkų.
Tel +37066809804.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-gamtos-apsuptyje-tarp-giluzio-ir-salotes-4-1194448/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Pašilaičiai, Perkūnkiemio g., 3 kambarių buto nuoma",12,"62,27 m²",550 €,3,2,9,2007,Monolitinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Vonia",Šarvuotos durys,www.aruodas.lt/4-1198230,2022-12-01,2022-12-28,2022-12-31,24,1455/25 (iš viso/šiandien),550,54.740259,25.222415,1455/25,"- Išnuomojamas jaukus, tvarkingas ir šiltas 3 kambarių butas, 2a. iš 9, Perkūnkiemio g.,12 name, Pašilaičiuose.- Butas išnuomojamas su priklausančia antžemine parkavimo vieta vidiniame, uždarame namo kieme priešais buto langu.- Svetainė sujungta su virtuve, yra miegamasis, ir vaiko kambarys.- Bute įrengtos dvi erdvios sieninės drabužių spintos.- Butas nuomojamas su visa reikiama buitine technika: el. virykle, orkaite, mikrobangine krosnele, šaldytuvu, indaplove, skalbimo mašina, džiovinimo mašina.- Nuomos kaina 550eur + komunalinės paslaugos.Jei butas tiks, bus imamas vienkartinis tarpininkavimo mokestis.Reikia patikimo žmogaus išnuomojant ar parduodant turtą?
Skambinkite – padėsiu ir Jums.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g--isnuomojamas-jaukus-tvarkingas-ir-siltas-4-1198230/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Lazdynai, Architektų g., 2 kambarių buto nuoma",60A,52 m²,470 €,2,1,4,2002,Mūrinis,Dujinis,Įrengtas,Internetas,"Balkonas, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",,www.aruodas.lt/4-1195844,2022-11-30,2022-12-11,2022-12-30,8,578/8 (iš viso/šiandien),470,54.671477,25.211866,578/8,"Nuoma be tarpininkų - agentų prašau neskambinti.
Išnuomojamas 2 kambarių 52 kv.m. butas su dideliu įstiklintu balkonu. Autonominis karšto vandens ir buto šildymas dujomis, šildomos vonios grindys. Galimybė reguliuoti ir planuoti šildymo sąnaudas.Bute yra visa būtina buitinė technika. Miegamajame yra talpi spinta ir dvigulė lova. Svetainėje yra nuotraukose matomi baldai.Parkavimo aikštelėje praktiškai visada galima rasti vietą automobiliui.
Laiptinėje sumontuota telefonspynė.
Patogus ir greitas susisiekimas su miesto centru ir kitais mikrorajonais kaip automobiliu taip ir viešuoju transportu.
Su naminiais gyvūnais nepriimame.
Butas išnuomojamas be tarpininkų nuo 2022-12-01, ilgalaikei nuomai. Mokama mėnesio nuoma + komunaliniai mokesčiai. Bus imamas depozitas.
Daugiau informacijos telefonu.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-nuoma-be-tarpininku-agentu-prasau-4-1195844/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Algirdo g., 2 kambarių buto nuoma",19,"38,11 m²",600 €,2,5,5,1978,Mūrinis,Centrinis,Įrengtas,,,"Skalbimo mašina, Su baldais, Šaldytuvas, Indaplovė, Dušo kabina",,www.aruodas.lt/4-1201126,2022-12-16,2022-12-28,,25,874/21 (iš viso/šiandien),600,54.678344,25.270336,874/21,"NAUJAMIESTYJE, ALGIRDO GATVĖJE NUOMOJAMAS 2 KAMBARIŲ BUTAS.Naujai įrengtas, dar negyventas 2 kambarių butas. Strategiškai patogioje vietoje, senamiestį galima pasiekti pėsčiomis vos per 10 min. Butas labai tvarkingas su funkcionaliu ir patogiu išplanavimu. Draugiška ir saugi kaimynystė. Šalia rasite vietos automobilio parkavimui, o bet kurią Vilniaus miesto dalį pasieksite patogiai ir greitai tiek automobiliu, tiek viešuoju transportu. Vos per 2 min. pėsčiomis pasieksite Mindaugo Maxima.BENDRA INFORMACIJA:
• Adresas: Algirdo g. 19, Naujamiestis, Vilnius;
• Bendras plotas: 38.11 kv. m;
• Kambarių skaičius: 2 ;
• Aukštas: 5/5;
• Statybos metai: 1978 m.;
• Šildymas: centrinis.KITA INFORMACIJA:
• Šviesus ir moderniai įrengtas butas;
• Bute yra visi reikalingi baldai ir buitinė technika;
• Funkcionalus ir patogus išplanavimas;
• Butas naujai įrengtas, negyventas;
• Yra indaplovė, nauji baldai;
• Maži komunaliniai mokesčiai;
• Šalia senamiestis;
• Gerai išvystyta infrastruktūra, šalia prekybos centrai, viešojo transporto stotelės.SUSISIEKIMAS:
~1.32 km. atstumas iki centro
______________________
~0.21 km. Taraso Ševčenkos st.
~0.42 km. Algirdo st.
~0.47 km. Trakų st.
______________________
~0.15 km. Maxima XXX
~0.24 km. IKI EXPRESS - VIVULSKIO
~0.35 km. IKI - ŠILALĖ.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-naujamiestyje-algirdo-gatveje-nuomojamas-4-1201126/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Pašilaičiai, Girulių g., 2 kambarių buto nuoma",11,48 m²,500 €,2,3,9,2008,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1198182,2022-11-30,2022-12-30,2022-12-30,8,1006/20 (iš viso/šiandien),500,54.739402,25.216693,1006/20,"Nuomojamas butas perkunkiemyjeDvieju kambariu butas perkūnkiemyje,atskiras miegamasis ir bendra svetainė su virtuve, įstiklintas, apšildytas balkonas su šildomomis grindimis. Plačiau telefonu 860067258",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-giruliu-g-nuomojamas-butas-perkunkiemyje-dvieju-4-1198182/,,'NoneType' object has no attribute 'find_all',,,A+,,2022_12_30
"Vilnius, Justiniškės, Taikos g., 2 kambarių buto nuoma",62,55 m²,560 €,2,6,9,"1985 statyba, 2016 renovacija",Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, Internetas","Balkonas, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia",,www.aruodas.lt/4-1194400,2022-11-15,2022-11-15,2022-12-30,4,372/7 (iš viso/šiandien),560,54.720419,25.218539,372/7,"Nuomojamas šiltas, jaukus, šviesus ir tvarkingas 2 kambarių butas RENOVUOTAME name Justiniškėse, Taikos 62 gatvėje. Bute yra visa reikalinga buitinė technika (viryklė, orkaitė, indaplovė, skalbimo mašina)+ TV. Butas nuomojamas su baldais. Reguliuojamas šildymas. Yra balkonas.Tvarkinga, pilnai suremontuota laiptinė. Naujas liftas.
Pro buto langus atsiveria puikūs vaizdai. Priešais Sigito Gedos alėja su vasarą veikiančiais fontanais. labai graži ir tvarkinga aplinka.
Šalia autobusų ir troleibusų stotelės, todėl yra patogus susisiekimas su miesto centru tiek viešuoju transportu, tiek nuosavu automobiliu. Netoliese vakarinis aplinkelis. Šalia parduotuvės, mokyklos, darželiai.Butas nuomojamas ilgesniam laiukui. Pirmenybė- šeimai.
Kaina 560 eur+ komunaliniai mokesčiai.
Imamas depozitas- vieno mėnesio nuomos mokestis.Nekilnojamojo turto brokerių prašom netrukdyti.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-siltas-jaukus-sviesus-ir-4-1194400/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Pilaitė, Bitėnų g., 2 kambarių buto nuoma",1C,50 m²,749 €,2,1,1,2022,Mūrinis,"Centrinis kolektorinis, saulės energija",Įrengtas,"Atskiras įėjimas, Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, , ,Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.","Terasa, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",www.aruodas.lt/4-1194394,2022-11-15,2022-11-15,2022-12-30,2,455/6 (iš viso/šiandien),749,54.702495,25.175321,455/6,"labai gears butas, idealu šeimai su vaiku, butas naujas, arti mokyklos ,darželiai , parduotuvės , butikai ,kavinės ir tt.šalia du Ežerai, pliažai, miškas. graži aplinka,uždaras kiemas , terasa, požeminis parkingas, liftas iš parkingo. viskas nauja, nedideli mokesčiai. skubiai nuomojam , galima derėtis , neįkyrūs šeimininkai. tik privalumai. geras susisiekimas su Oro uostais ir Lietuva,(šalia vakarinis apvažiavimas) kelios minutės iki miesto Centro. BE TARPININKŲ!!!",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-bitenu-g-labai-gears-butas-idealu-seimai-su-vaiku-4-1194394/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,41,A++,,2022_12_30
"Vilnius, Baltupiai, Kazio Ulvydo g., 2 kambarių buto nuoma",,40 m²,650 €,2,4,5,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,www.aruodas.lt/4-1198150,2022-12-07,2022-12-30,2022-12-30,17,1044/24 (iš viso/šiandien),650,54.718811,25.277851,1044/24,"2 KAMBARIŲ BUTO NUOMA PRIE PC OZAS.NUOMOJAMAS YPAČ GRAŽIAI ĮRENGTAS BUTAS VILNIUJE. Be tarpininkų.
Interjeras įrengtas dizainerių, išskirtiniu stiliumi, aukštos kokybės medžiagomis. Interjeras aprašytas net ir interjero žurnale.Svetainė su virtuve ir atskiras miegamasis. Bute yra visa reikiama buitinė technika, baldai, patogi drabužinė.Yra televizorius. Šildomos vonios kambario grindys.Butas šviesus ir jaukus,langai į pietinę pusę,yra balkonas iš kurio atsiveria puikus vaizdas į parką su tvenkiniu ir ""Siemens areną"". Prie pat namo parkas, pasivaikščiojimo takeliai.Ypač patogi vieta gyventi, nesviskas greitai pasiekiama, prie pat yra PC ""Ozas"", ""Siemens Arena"" ir daug kitų įstaigų.Šis butas tarsi kvepia medumi, nes čia panaudotas korio motyvas. Jį galima pastebėti sienų apmušaluose, baro kėdėse, staliukuose, vonios kambario plytelėse, veidrodyje ir gipso lubose, kuriose įrengtas centrinis šviestuvas. Visa tai suteikia interjerui vientisumo ir išbaigtumo jausmą.NUOMOJAMAME BUTE YRA VISI BALDAIir BUITINĖ TECHNIKA (Indaplovė, viryklė, orkaitė, skalbyklė, šaldytuvas, televizorius)ŠILDYMAS - centrinis kolektorinis su individualiu buto šilumos reguliavimu ir apskaita.IŠPLANAVIMAS
-Virtuvė ir svetainė bendroje erdvėje
-Atskiras Miegamasis
-Vonios kambarys ir tualetas kartu
-Prieškambaris
-BalkonasPARKAVIMAS
-- Šalia namo.VIETA
-Šalia visa infrastruktūra (bankai, kavinės, restoranai, parduotuvės)
-PC OZAS, AKROPOLIS
-Patogus susisiekimas su kitais rajonais
-Netoliese viešojo transporto stotelė
-Rami ir saugi vieta gyventi",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kazio-ulvydo-g-kambariu-buto-nuoma-prie-pc-ozas-4-1198150/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Senamiestis, Vingrių g., 2 kambarių buto nuoma",1,40 m²,865 €,2,3,3,2017,Mūrinis,Dujinis,Įrengtas,,,,,www.aruodas.lt/4-1194370,2022-11-15,2022-12-28,2022-12-30,18,1646/14 (iš viso/šiandien),865,54.679871,25.27574,1646/14,"Daugiau foto ir informacijos apie nuomojamus butus www.fb.com/VingriuSuitesEfektyvi šildymo sistema - itin maži komunaliniai mokesčiai.
Efficient heating system - exceptionally low utility bills.",,15.1 µg/m3,22.9 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-daugiau-foto-ir-informacijos-apie-nuomojamus-4-1194370/,'NoneType' object has no attribute 'text',,,,,,2022_12_30
"Vilnius, Viršuliškės, Viršuliškių g., 1 kambario buto nuoma",,30 m²,350 €,1,6,9,1980,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1198104,2022-11-30,2022-11-30,2022-12-30,2,560/15 (iš viso/šiandien),350,54.707438,25.223587,560/15,Išnuomojamas 1 kambario butas su visais patogumais.Be tarpininku . Kontaktinis telefono numeris +37066393974.,,,,https://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-isnuomojamas-1-kambario-butas-su-visais-4-1198104/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Šeškinė, Ukmergės g., 2 kambarių buto nuoma",,51 m²,380 €,2,3,9,1980,Blokinis,Centrinis,Įrengtas,,Rūsys,"Skalbimo mašina, Su baldais, Šaldytuvas, Viryklė",Kodinė laiptinės spyna,www.aruodas.lt/4-1198094,2022-11-30,2022-12-12,2022-12-30,10,897/7 (iš viso/šiandien),380,54.711703,25.249763,897/7,"Butas patogioje vietoje, geras susisiekimas tiek automobiliu, tiek viešuoju transportu. Nuomojamas su baldais ir buitine technika.(viengulę lovą galim pakeisti į dvigulę)",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-butas-patogioje-vietoje-geras-susisiekimas-4-1198094/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Jeruzalė, Jeruzalės g., 1 kambario buto nuoma",9,50 m²,370 €,1,1,2,1940,Medinis,Kietu kuru,Įrengtas,,Terasa,"Su baldais, Šaldytuvas, Dušo kabina",,www.aruodas.lt/4-1204034,2022-12-30,2022-12-30,,,18/18 (iš viso/šiandien),370,,,,"Ramioje vietoje, Jeruzalėje, Jeruzalės g. išnuomojamas jaukus ir šviesus 50 kv.m. ploto 1 kambarys su virtuve 1-ame Namo aukšte. Yra du įėjimai. Šildymas krosninis.
Yra visi baldai, skalbimo mašina, šaldytuvas.
----------------------------------------
Išplanavimas:
Kambarys su virtuve ~50 kv.m.
Tualetas + dušo kabina.
Šildymas - krosninis!
Yra rūsys.
------------------------------------------
50 kv.m. Kambarys išnuomojamas:
- Kaina: 370 eur + mokesčiai už elektrą, t.y. ~50 eur 1 gyventojui.
-------------------------------------------
Namas patogioje ir ramioje vietoje, geras susisiekimas su visais miesto rajonais!!
- Šalia parduotuvės - IKI, RIMI, LIDL.
- Šalia (~100m) - visuomeninio transporto stolelė
- Šalia - KRYŽIAUS ATRADIMO (KALVARIJŲ) BAŽNYČIA",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-jeruzales-g-ramioje-vietoje-jeruzaleje-jeruzales-g-4-1204034/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',list index out of range,,,list index out of range,2022_12_30
"Vilnius, Šnipiškės, Giedraičių g., 1 kambario buto nuoma",,17 m²,350 €,1,5,5,1973,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu","Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Šarvuotos durys,www.aruodas.lt/4-919639,2022-12-30,2022-12-30,,31,18/18 (iš viso/šiandien),350,54.702769,25.279658,18/18,"Nuomojamas įrengtas 1 kamabrio butas su visais privačiais patogumais Giedraičių g. Vilnius.NĖRA TARPININKAVIMO MOKESČIŲ!PAGRINDINĖ INFORMACIJA-Plotas: 17 kv.m;
-Kambarių skaičius: 1;-Atskira drabužinė, vieta susidėti valymo priemones, kad kambaryje neužimtu erdvės;
-Aukštas: 5/5;
-Namo tipas: mūrinis;
-Statybos metai: 1973m..
-Langų vakarinė kryptis;
-Labai jaukus ir šviesus;
-Patogi vieta, centras visai arti, stotelės irgi už poros žingsnių;-Su baldais ir visa buitine technika, viskas naujai supirkta;
-Dušas, skalbimo mašina, šaldytuvas, internetas;-Svetainė kartu su virtuve;
-Internetas įskaičiuotas;
-Vidinis kiemas parkingui;Daugiau informacijos:
Rūta Rožėnaitė 8 611 22223;
info@rozenaite.lt
Facebook - Rūta Rožėnaitė NT agentė.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-nuomojamas-irengtas-kamabrio-butas-su-4-919639/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Senamiestis, Jogailos g., 2 kambarių buto nuoma",,58 m²,500 €,2,4,6,1940,Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1204022,2022-12-30,2022-12-30,,4,77/77 (iš viso/šiandien),500,54.68579,25.278711,77/77,"NUOMOJAMAS ERDVUS 2 KAMBARIŲ BUTAS JOGAILOS G. SU ŽINDINIU, VILNIAUS ŠIRDYJE!IŠPLANAVIMAS
-- 2 kambarių butas
-- Virtuvė ir valgomasis bendroje erdvėje
-- Svetainė
-- Miegamasis atskiras
-- Vonios kambarys ir tualetas kartu
-- PrieškambarisĮRENGIMAS
-- Židinys
-- Visa reikalinga buitinė technika (viryklė, šaldytuvas, orkaitė)
-- Skalbimo mašina
-- Sieninė spinta
-- Miegamajame naujas čiužinys
-- Svetainės baldai, nauja sofa/lova
-- Internetas, kabelinė TV
-- Rakinama laiptinė
-- Šarvuotos durysVIETA
-- Šalia visa infrastruktūra (bankai, kavinės, restoranai, parduotuvės)
-- Butas Vilniaus centre, bet ne naktinių barų gatvėje
-- Netoliese viešojo transporto stotelė
-- Strategiškai gera vietaSKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS.",2 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-jogailos-g-nuomojamas-erdvus-kambariu-butas-jogailos-g-4-1204022/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
