skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,error_get_air_polution_data,Buto numeris:,error_get_coordinates,error_get_perziuru_sk,scrape_date
"Vilnius, Šeškinė, Šeškinės g., 3 kambarių buto nuoma",47,66 m²,570 €,3,3,5,1982,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-890409,2022-10-28,2022-10-29,2022-11-09,16.0,156/15 (iš viso/šiandien),570,54.717671,25.248883,156/15,"Ramioje vietoje, Šeškinėje, Šeškines g. išnuomojamas jaukus ir erdvus 66 kv.m. ploto, šiltas ir erdvus trijų izoliotų kambarių butas.
Bute visi baldai: viryklė, šaldytuvas, skalbimo mašina ir kita buitinė technika.
Išplanavimas: izolioti kambariai(svetainė, vaikų kambarys/darbo kambarys, miegamasis) virtuvė, vonios kambarys, atskiras WC. Yra du balkonai, drabužinė.
Šildymas -centrinis.PARKAVIMAS – bendra aikštelė, visada rasite laisva vieta.
Tvarkinga laiptinė, rakinama.
Labai patogus susisiekimas viešuoju transportu ir pėsčiomis, artimiausia stotelė už 1 min. kelio pėsčiomis.
AKROPOLIS 10 min.kelio pėsčiomis.Depozitas 600 Eur
Butas jau yra laisvas
",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-ramioje-vietoje-seskineje-seskines-g-4-890409/,,Butas per kelis aukštus,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Justiniškės, Taikos g., 3 kambarių buto nuoma",116,67 m²,750 €,3,6,9,1986,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1184408,2022-10-09,2022-11-01,2022-11-08,7.0,347/15 (iš viso/šiandien),750,54.717207,25.216169,347/15,"Išnuomojame absoliučiai naujai suremontuotą ir pilnai įrengtą 3 kambarių butą, Taikos g. 116, Justiniškėse.Butas nuomojamas ne trumpesniam nei vienerių metų laikotarpiui. Nuomojama be tarpininkų, su sutartimi.Butas tik baigtas remontuoti (pakeista ąžuolinio parketo danga, atnaujintas baldų įrengimas). Anksčiau niekada nebuvo nuomuotas. Po remonto bute dar niekas negyveno. Nuomojama su visa buitine technika ir baldais. Visiškai nauji: lova ir čiužinys, dvi sofos, spinta, spintelės, rašomasis stalas, spintų sistema, taip pat technika (indaplovė, orkaitė), pakeistas apšvietimas visame bute (naujos lempos).Butas šestame aukšte, trijų kambarių: atskirai virtuvė, svetainė su didele sofa-lova ir balkonu, miegamasis, drabužinė (tamsus kambarys), antras miegamasis/ofisas su balkonu. Butas labai šviesus (visos sienos baltos/gelsvos) ir erdvus (aukštos lubos). Dauguma langų į vakarų pusę (svetainė, virtuvė, miegamasis), vaizdas neuždengtas kitais daugiabučiais ir matosi graži gamtos panorama (labai gražūs saulėlydžiai), kita pusė (kitas miegamasis/ofisas) išeina į rytus (daugiabučiai). Du įstiklinti balkonai su parketo danga (į skirtingas — vakarų ir rytų – puses). Visame bute ąžuolinis parketas, virtuvėje, tualete ir vonioje - plytelės. Centrinis šildymas.Kambarių įrengimas:
- Įėjus į butą (prieškambarys/koridorius): spinta lauko drabužiams su dviem veidrodinėmis durimis.
- Virtuvė: pilnas virtuvės baldų komplektas, stalas su naujomis kėdėmis, elektrinė kaitlentė, šaldytuvas, indaplovė (visiškai nauja), orkaitė (visiškai nauja), mikrobanginė krosnelė, gartraukis.
- Svetainė: didelė sofa-lova (išskleidžiamos dvi dalys, gali tapti “kampine” sofa arba pilnai išsiskleisti, su patalynės dėže), spintelės ir stalčiai/lentynos, madingas stiklinis kavos stalas ir papildomai du odiniai pufai, naujos dieninės užuolaidos.
- Atskirai tualetas ir vonia (dušas, spintelė su praustuvu, veidrodinė spintelė, papildoma sieninė spintelė, skalbyklė).
- Miegamasis: visiškai nauja didelė dvigulė madinga veliūrinė lova (160x200) su lovadėže ir visiškai nauju kokybišku čiužiniu (ir jo apsauga), naujos daiktų spintelės, mažas stalas, papildomas grindinis šviestuvas, naujos užuolaidos (dieninės ir naktinės).
- Tamsus kambarys/sandėliukas, kur įrengta drabužinė (lentynos ir pakabai).
- Antras miegamasis/ofisas - pagal poreikį: visiškai nauja išskleidžiama veliūrinė sofa-lova, erdvi nauja trijų dalių spinta su lentynomis ir pakabais, naujas rašomasis stalas ir kėdė, nauja lentynų sistema, naujos užuolaidos (dieninės ir naktinės).Lokacija:
- Saugi kaimynystė. Bute tylu, namas toliau nuo judrių gatvių.
- Įvažiavimas į parkingą iš Taikos gatvės. Prie jo dvi vaikų žaidimo aikštelės, perėjus kelią - daugiau vaikų žaidimo aikštelių ir didelis Taikos progimnazijos stadionas.
- Arti maudymosi taškų - Buivydiškių VII ir II tvenkinių (apie 1 km, iškart perėjus tiltą per Vakarinį aplinkkelį), prie tvenkinių graži vieta pasivaikščiojimui, parkas su Buivydiškių dvaru, Vilniaus Jojimo klubas.
- Labai patogus susisiekimas: netoli nuvažiavimo į Vakarinį aplinkkelį, 350 m iki artimiausios Atžalyno stotelės (link centro) (važiuoja 43 ir 73 autobusai, tiesiai iki centro), apie 600 m iki Justiniškių stotelės (5G, 43, 73, 75 autobusai).
- Artimiausios parduotuvės: Iki (apie 200 m), dvi Norfos (abidvi apie 350 m), Maxima (apie 700 m).Bendra buto informacija:
- Butas nuomojamas nuo dabar. Pasirašoma nuomos sutartis. Nuoma ne mažesniam nei 1 metų laikotarpiui. Galima deklaruoti gyvenamąją vietą su sutartimi.
- Adresas: Taikos g. 116, Vilnius.
- Plotas: 67m2. Blokinis namo tipas.
- Kaina: 800 Eur/ mėn. + komunalinės išlaidos (į nuomos kainą neįskaičiuotos).
- 6 aukštas iš 9.
- Rakinama, renovuota laiptinė, domofonas (kodinė laiptų spyna). Šarvuotos durys.
- Priimame ir su vaikas. Gyvūnai nepageidaujami.Susisiekti dėl papildomos informacijos arba susitarti apžiūrėti butą galite telefonu.",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojame-absoliuciai-naujai-suremontuota-4-1184408/,,"Aukštos lubos, Tualetas ir vonia atskirai, Galima deklaruoti gyvenamąją vietą","Sandėliukas, Balkonas, Yra palėpė, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Indaplovė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šeškinė, Čiobiškio g., 1 kambario buto nuoma",10,35 m²,450 €,1,4,5,1981,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188746,2022-10-24,2022-10-24,2022-11-08,12.0,382/35 (iš viso/šiandien),450,54.71782,25.237068,382/35,"bute yra atskiras miegamasis, virtuve kartu su svetaine.daugiau informacijos tel.+37066396570",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ciobiskio-g-bute-yra-atskiras-miegamasis-virtuve-kartu-4-1188746/,,"Tualetas ir vonia atskirai, Internetas, Virtuvė sujungta su kambariu","Balkonas, Rūsys","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Jeruzalė, Rugių g., 1 kambario buto nuoma",8B,"36,54 m²",500 €,1,4,5,2002,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1149246,2022-09-24,2022-10-15,2022-11-08,18.0,2385/9 (iš viso/šiandien),500,54.740546,25.273365,2385/9,"Išnuomojamas vieno kambario su atskira virtuve butas Rugių gatvėje šalia prekybos centro RIMI.
Šildymas - autonominis dujinis, nepriklauso Vilniaus šilumos tinklams, įjungiamas ir išjungiamas bet kada pagal poreikius.
Automobiliui laikyti vietos visada yra.
Nuomininkai su gyvūnais nepriimami.
Nuomos pradžioje imamas 2 mėnesių nuomos dydžio depozitas.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-isnuomojamas-vieno-kambario-su-atskira-4-1149246/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pilaitė, Tolminkiemio g., 3 kambarių buto nuoma",,70 m²,600 €,3,4,9,1994,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1184340,2022-10-22,2022-10-24,2022-11-08,4.0,294/18 (iš viso/šiandien),600,54.707291,25.179628,294/18,"Be tarpininkų išnuomojamas 3 kambarių butas Pilaitėje.Šalia mokykla, autobusų stotelė. Du įstiklinti balkonai, drabužinė.Lovainupirktas naujas čiužinys. Galima laikyti gyvūną. Bute ir balkone nerūkoma.Tik ilgalaikė nuoma.Išsamesnė informacija telefonu, WhatsApp ar asmenine žinute.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-tolminkiemio-g-be-tarpininku-isnuomojamas-3-kambariu-butas-4-1184340/,,"Tualetas ir vonia atskirai, Galima su gyvūnais","Balkonas, Drabužinė","Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujininkai, Eišiškių pl., 2 kambarių buto nuoma",43,42 m²,720 €,2,1,3,2011,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188688,2022-10-24,2022-11-01,2022-11-08,,157/15 (iš viso/šiandien),720,54.643803,25.260891,,"Nuomojamas šviesus ir jaukus 2 kambariu butas Vilniuje Eisiskiu pl. 43- Svetainė ir virtuvė kartu plius miegamasis atskirai.
- Vonios kambarys ir tualetas kartu
- Įstiklintas balkonas (8kv.m.)- Visa reikalinga buitinė technika (viryklė, gartraukis, orkaitė, šaldytuvas, el. virdulys, Wi Fi, mikrobangė krosnelė, skalbimo mašina)- Centrinis šildymas
- Rakinama laiptinė su telefonspyne uzdaras kiemas- Patogus susisiekimas su kitais rajonais, arti viešojo transporto stotelės
- Miesto centras pasiekiamas per 10 minuciu automobiliuButas nuomojamas be tarpininkų, prašomas užstatas – dviejų mėnesių nuomos mokesčių dydžio",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-eisiskiu-pl-nuomojamas-sviesus-ir-jaukus-2-kambariu-butas-4-1188688/,,,,,,,'NoneType' object has no attribute 'find_all',,,list index out of range,2022_11_02
"Vilnius, Šnipiškės, Kalvarijų g., 2 kambarių buto nuoma",,46 m²,490 €,2,4,5,1979,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1186680,2022-10-17,2022-10-27,,5.0,336/37 (iš viso/šiandien),490,54.706866,25.283952,336/37,"Išnuomojamas jaukus 2 nepereinamų kambarių butas Kalvarijų g. Šnipiškėse.
Butas atsilaisvina 11mėn. 15d.
• Butas jaukus ir šiltas.
• Išplanavimas: du nepereinami kambariai- svetainė ir miegamasis, virtuvė. erdvus koridorius.
• Butas išnuomojamas su visais reikalingais gyvenimui baldais ir buitine technika - skalbimo mašina, šaldytuvas, viryklė, orkaitė.
• Vonia ir wc bendra erdvė.
• Įstiklintas, erdvus balkonas.
• Yra interneto įvadai.
• Bute plastikiniai langai.
• Lauko durys šarvo.
• Nedideli komunaliniai mokesčiai.
• Tvarkinga laiptinė.
• Parkingas vidiniame namo kieme.
• Geras susisiekimas su miesto centru. Netoliese viešojo transporto sustojimai, Prekybos centrai Maxima, IKI, Lidl. Kalvarijų turgus.Su mažais vaikais ir augintiniais deja, bet nenuomojame!
Bus imamas depozitas.
Dėl apžiūros skambinkite Tel. 867786879 Inga
Vienkartinis minimalus Agentūros mokestis.",4 Klasė Vidutinė (4-5),15.6 µg/m3,26.4 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuomojamas-jaukus-2-nepereinamu-kambariu-4-1186680/,,Internetas,"Balkonas, Rūsys","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,,,,,2022_11_02
"Vilnius, Naujamiestis, Gynėjų g., 2 kambarių buto nuoma",,68 m²,750 €,2,6,9,2006,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1184324,2022-10-09,2022-10-31,2022-11-08,,198/14 (iš viso/šiandien),750,54.69237,25.264483,,"NUOMOJAMAS 2 kambarių butas „Vilniaus vartų“ komplekse.
BENDRA INFORMACIJA:
– Adresas: Gynėjų g. 14, Vilnius;
– Buto nuomos kaina 800 Eur (plius komunaliniai mokesčiai);
– Pastato tipas: mūrinis;
– Statybos metai: 2006 m;
– Aukštas: 6/9;
– Bendras plotas: 68 kv.m;
– Šildymas: centrinis;
– Butui priklauso viena požeminė parkavimo vieta + 100 €/mėn;
– Butas nuomojamas su visais baldais bei buitine technika;Nuomos terminas mažiausiai 1-eri metai. Butas išnuomojamas nuo lapkričio 1 d.
",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gyneju-g-nuomojamas-2-kambariu-butas-vilniaus-vartu-4-1184324/,,,,,,,'NoneType' object has no attribute 'find_all',,,list index out of range,2022_11_02
"Vilnius, Naujamiestis, Geležinio Vilko g., 1 kambario buto nuoma",27,15 m²,200 €,1,4,5,1990,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188598,2022-10-24,2022-10-30,2022-11-08,13.0,1429/107 (iš viso/šiandien),200,54.674644,25.243755,1429/107,"Nuomojamas vieno kambario butas (BE Tarpininkų)
• Naujai suremontuotas butas nuomojamas su visais baldais, todėl galima keltis ir gyventi tiesiog iš karto;
• Patogus parkavimas bendrame prižiūrėtame kieme;
• Vingio parkas visai čia pat;
• Puiki lokacinė vieta netoli miesto centro, rami ir tvarkinga kaimynystė;
• Maži komunaliniai (iki 30 eur);
‼️Butas nuomojamas vienam asmeniui.
",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-nuomojamas-vieno-kambario-butas-be-4-1188598/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pilaitė, Įsruties g., 2 kambarių buto nuoma",,"56,55 m²",580 €,2,3,7,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188592,2022-10-24,2022-10-24,2022-11-08,16.0,462/45 (iš viso/šiandien),580,54.712428,25.181425,462/45,"Pilaitėje nuomojamas erdvus 2 kambarių butas su įstiklinta 5 kv.m lodžija. Bute įrengtas centrinis-kolektorinis šildymas, t.y. mokama pagal bute įrengtus skaitiklio rodmenis.Butas patogioje vietoje, netoli viešojo transporto stotelė, prekybos centrai, darželiai bei mokyklos.Butas nuomojamas du visais baldais ir buitine technika. Galima sutartis trumpesniam nei vienerių metų laikotarpiui,Daugiau informacijos tel.: +:370 (685) 12168.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-pilaiteje-nuomojamas-erdvus-2-kambariu-butas-4-1188592/,,Virtuvė sujungta su kambariu,Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių buto nuoma",9,37 m²,550 €,2,4,9,1974,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188588,2022-10-24,2022-10-26,2022-11-08,12.0,345/22 (iš viso/šiandien),550,54.696205,25.211794,345/22,"Isnuomojamas naujai irengtas dvieju kambariu butas Karoliniskese.
Butas strategiskai patogioje vietoje, iki centro 10 min. automibiliu, salia aplinkelis, prekybos centrai, viesojo transporto stoteles.
Tvarkinga laiptine, name ikurta bendrija, todel administravimo saskaitos nesiekia 20 eur.
Bute atliktas remontas: pakeista elektros instaliacija, santechnika, radiatoriai, sumontuotos dvi integruotos veidrodines spintos, naujas virtuves komplektas su nauja buitine technika.
Istiklintas ir apsiltintas balkonas.
Visi baldai.
Kieme visada rasite vietos pasistatyti automobiliui.
Butas vidinis, todel labai siltas, langai i pietu - pietvakariu puse.
Bukite pirmi gyventojai tika moderniai irengtame bute!
Pageidautina be gyvunu.
Minimalus nuomos terminas 1 metai.
Bus imamas 1 men. uzstatas.
Brokeriu paslaugos nedomina.
",,11.4 µg/m3,20.1 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-isnuomojamas-naujai-irengtas-dvieju-kambariu-4-1188588/,,"Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu","Balkonas, Rūsys","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Fabijoniškės, Fabijoniškių g., 1 kambario buto nuoma",69,18 m²,180 €,1,1,9,1982,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188584,2022-10-24,2022-10-24,2022-11-08,6.0,1015/85 (iš viso/šiandien),180,54.725559,25.248374,1015/85,"Kambarys nuomojamas tiesiogiai, be tarpininkų , nuo 2022.11.07.
Nuomojamas vienas kambarys triju kambarių bute. Kiti du kambariai jau yra išnuomoti, gyvena du vaikinai.Kambario dydis - 19 kv. m. su balkonu. Kambario kaina - 180 eurų ,1/3 plius komunalinės. Sudarant sutartį imamas vieno mėnesių nuomos (180 eurų) užstatas.Butas erdvus, yra didelė virtuvė, tualetas ir vonia atskirai.
Nuomojama be tarpininkų.Dar turime antra varijanta :
Šalia Fabijoniškiu, J. Glaubico g., išnuomojamas 1 kambarys nuosavame name! Nuomos kaina yra 250EU fiksuoti komunaliniai mokesciai .Telefonas teirautis+37069127887
",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-kambarys-nuomojamas-tiesiogiai-be-tarpininku-4-1188584/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Žvėrynas, Sėlių g., 2 kambarių buto nuoma",10,47 m²,850 €,2,1,3,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1164846,2022-08-08,2022-10-14,2022-11-08,10.0,915/15 (iš viso/šiandien),850,54.696595,25.254722,915/15,"Nuo lapkričio mėnesio išnuomojamas jaukus butas su didele lauko terasa. Butas turi išėjimą į vidinį uždarą kiemą, kuriame auga didelis ąžuolas.Draugiški ir ramūs kaimynai. Butas yra šiltas, komunalinės išlaidos nedidelės.Butas išnuomojamas be parkavimo vietos, tačiau tiek šalia namo, tiek kaimynystėje nesunkiai galima rasti vietą priparkuoti automobilį.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-seliu-g-nuo-lapkricio-menesio-isnuomojamas-jaukus-4-1164846/,,,,,,,'NoneType' object has no attribute 'find_all',3,,,2022_11_02
"Vilnius, Pilaitė, Bitėnų g., 2 kambarių buto nuoma",1C,"49,9 m²",799 €,2,1,5,2022,Mūrinis,"Centrinis kolektorinis, saulės energija",Įrengtas,www.aruodas.lt/4-1179893,2022-09-24,2022-10-30,2022-11-08,5.0,629/19 (iš viso/šiandien),799,54.702495,25.175321,629/19,"PUIKUSnaujas butas šeimai ar studentams, šalia du ežerai, įrengtipliažai, parduotuvės, darželiai ,mokyklos ,gimnazijos ,viešojo transporto stotelės, yra labai patogi požeminė automobilių stovėjimo aikštelė,liftas. butas pirmame aukšte , TERASA su išėjimu į kiemą į vaikų žaidimo aikštelę. Yra uždaras kiemas. Šalia miškas, labai gera ir išvystytainfrastruktūra kavinės, grožio salonai ,parduotuvės, butikai, sporto klubai yra šalia arba net tame pačiame name . Vakarinis aplinkelis puikus, susisiekimas su Lietuva ir orouostais5-7min. iki miesto Centro ir Senamiesčio. Vieta -puiki, kaina -gera! Butas - naujas! Niekas negyveno, nuo pirmadienio 2022.11.01 dienos galima keltis ir gyventi. BE POŽEMINIO PARKINGO KAINA BUS PIGESNĖ",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-bitenu-g-puikus-naujas-butas-seimai-ar-studentams-4-1179893/,A++,"Atskiras įėjimas, Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, , ,Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.","Terasa, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',43,,,2022_11_02
"Vilnius, Naujamiestis, Smolensko g., 2 kambarių buto nuoma",,"44,41 m²",520 €,2,2,5,1961,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188544,2022-10-24,2022-10-31,,1.0,370/43 (iš viso/šiandien),520,54.673592,25.259027,370/43,"TVARKINGAS,ŠVIESUS DVIEJŲ KAMBARIŲ BUTAS NAUJAMIESTYJE, SMOLENSKOG.
BUTAS LAISVAS
**Taupydami Jūsų laiką, ieškome nuomininkų be vaikų ir gyvūnų, tik Lietuvos piliečių.
**To save your time, we are looking for tenants without children and only Lithuanian citizens.
**Чтобы сэкономить ваше время, мы ищем арендаторов без детей и только граждан Литвы.INFORMACIJA:
-- Virtuvė ;
--Erdvi svetainė;
--Miegamasis,kuriame įmontuota didelė spinta/drabužinė.
-- Vonios kambarys ir tualetas kartu;
-- Buitinė technika: šaldytuvas,viryklė,televizorius,skalbimo mašina;
--Visi kambarių baldai;
--Prieškambaris;
--Balkonas;ŠILDYMAS:
• Centrinis.NAMAS IR JO VIETA:
• Šalia yra viskas, ko reikia Jūsų patogiam gyvenimui užtikrinti – prekybos centrai,sporto klubai,kino teatras,Vingio parkas,lengvai pasiekiamos viešojo transporto stotelės..
• Patogus ir greitas susisiekimas su miesto centru visuomeniniu ir nuosavu transportu.JEI BUTAS TIKS,TAIKOMAS VIENKARTINIS TARPININKAVIMO MOKESTIS.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-tvarkingassviesus-dvieju-kambariu-butas-4-1188544/,,,Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Baltupiai, Juozo Balčikonio g., 2 kambarių buto nuoma",7,45 m²,600 €,2,4,9,2012,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1186090,2022-10-15,2022-10-31,,31.0,998/66 (iš viso/šiandien),600,54.721132,25.282929,998/66,"Itin patogioje vietoje, Baltupiuose, išnuomojamas jaukiai ir stilingai įrengtas 45 kv.m. ploto, 2 kambarių butas.Bute yra visi reikalingi baldai ir buitinė technika (indaplovė, viryklė, orkaitė, šaldytuvas, skalbimo mašina, televizorius ir t.t) .Išplanavimas: svetainė kartu su virtuve, miegamasis, vonios kambarys kartu su WC, erdvus balkonas . Butui priklauso sandėliukas.REGULIUOJAMAS ŠILDYMAS.Saugi kaimynystė .VIETA:
Puikiai išvystyta miesto infrastruktūra, patogus susisiekimas su visais miesto rajonais. Šalia viešojo transporto stotelės.PARKINGAS:
Požeminė parkavimo vieta už papildomą kainąŠalia koncertų salė Compensa, Licėjus, kitoje kelio pusėje prekybos centras OZAS. Šalia esančios parduotuvės – NORFA, MAXIMA, LIDL, RIMI.BUTAS LAISVASKALBU TIK LT/EN kalbomis. Arba rašykite galite RU kalba.
******************************************************************************************************************Skambinti galite Jums patogiu laiku. Nepavykus prisiskambinti, rašykite sms - perskambinsime.*********************************************************Nekilnojamo turto agentūra OPPA.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-itin-patogioje-vietoje-baltupiuose-4-1186090/,,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais","Sandėliukas, Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujoji Vilnia, Parko g., 2 kambarių buto nuoma",,47 m²,550 €,2,3,5,1986,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1165622,2022-09-23,2022-09-23,2022-11-08,23.0,950/11 (iš viso/šiandien),550,54.684703,25.424924,950/11,"Nuomojamas šviesus ir jaukus 2 kamb. butas Naujoje Vilnioje labai patogioje vietoje.Butas turi du atskirus kambarius, virtuvė yra atskirai. Tualetas ir vonia taip pat vienas nuo kito atskirti. Butas turi nedidelį sandėliuką. Balkonas įstiklintas su vaizdu į pušis.Butas nuomojamas su visais baldais ir buitine technika.Butas yra strategiškai patogioje vietoje:- 150m iki autobusų stotelės, tiesioginis susisiekimas su miesto centru, stotimi, saulėtekiu.
- 150m iki Maximos ir Iki maisto prekių parduotuvių.
- Poliklinika, kirpėjas, vaistinė, picerija taip pat visiškai šalia.
- Butas ramioje vietoje, daug žalumos.
- Galimybė automobilį parkuoti tiesiai prie namo.Butas nuomojamas be tarpininkų, minimalus nuomos laikas 1 metai.Butas paruoštas nuomininkams ir galima būtų iškart įsikelti gyventi.Tarpininkų paslaugos nedomina.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-parko-g-nuomojamas-sviesus-ir-jaukus-2-kamb-butas-4-1165622/,,Tualetas ir vonia atskirai,"Sandėliukas, Balkonas","Skalbimo mašina, Su baldais, Šaldytuvas, Viryklė, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
