url_crawl,skelbimo_pavadinimas,kaina_eur,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),energijos_suvartojimo_klase,error_get_air_polution_data,Skelbimo tekstas,Ypatybės:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,Papildomos patalpos:,Azoto dioksidas (NO2),Kietosios dalelės (KD10),error_get_coordinates,Pastato energijos suvartojimo klasė:
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-labai-jaukus-2-kambariu-butas-su-lauko-terasa-4-1182120/,"Vilnius, Senamiestis, Šv. Stepono g., 2 kambarių buto nuoma",300.0,5,44 m²,300 €,2,1,3,2003,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1182120,2022-10-02,2022-10-04,2022-10-17,21,1625/175 (iš viso/šiandien),54.674622,25.281767,1625/175,,'NoneType' object has no attribute 'find_all',"Labai jaukus 2 kambarių butas su lauko terasa senamiestyje!Nebrangus buto išlaikymas! Šildotės ir karštą vandenį ruošiate kada Jums reikia dujinio katilo pagalba! Pats butas yra sandarus, pakeisti langai, dvejos durys!Šaltas vanduo ir elektra taip pat pagal suvartojimą!
Bendros paslaugos apie 15€/mėn!Įėjimas į butą iš dviejų namo pusių: Šv. Stepono g. Ir Raugyklos gatvės! Parkingas taip pat iš dviejų pusių! Deklaravus gyvenamąją vietą už parkingą metams mokama viena kartą- 14 €!Visi baldai ir visa buitinė technika įskaitant indaplovę ir skalbyklę su džiovykle!Ekonomiškas dujinis šildymas ir karšto vansens ruošimas.Aukštos buto lubos - 3 m!Draugiškas savininkas.Užstatas - 1 mėn dydžio!
","Atskiras įėjimas, Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina",Kodinė laiptinės spyna,'NoneType' object has no attribute 'text',"Terasa, Vieta automobiliui, Drabužinė",,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gelezinkelio-g-pigus-apgyvendinimas-studentams-ir-4-1136544/,"Vilnius, Senamiestis, Geležinkelio g., kambario nuoma 9 kambarių bute",300.0,6,30 m²,300 €,9,4,5,1984,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1136544,2022-03-12,2022-09-26,,74,24642/109 (iš viso/šiandien),54.669843,25.282991,24642/109,,,"Pigus apgyvendinimas studentams ir darbuotojamsStrategiškai labai patogioje vietoje, visai šalia Vilniaus autobusų ir geležinkelio stočių bei senamiesčio esančiame Vilniaus stoties hostelyje tikrai patogu ir nebrangu apsistoti, ypač ilgesniam laikui, nes tokiu atveju taikomos nuolaidos.Galimybė vienoje vietoje apgyvendinti iš kitur į Vilnių atvykusius kolektyvo darbuotojus.Jauki, švari aplinka, paslaugus personalas. Puikus susisiekimas su miesto centru ir kitais miestais. Viešojo maitinimo įstaigos, maisto prekų parduotuvės, kavinės ir kitos laisvalaikio leidimo vietos - visa tai visai šalia ir lengvai per kelias minutes pasiekiama pėsčiomis!Puikiai tiks tiek ilgalaikiam gyvenimui, tiek trumpos viešnagės sostinėje metu.Apgyvendinimo kainos bendrame kambaryje už vieną lovą:
- atvykimo diena 16€,
- kita diena 12€,
- savaitė 80€,
- mėnuo 300€.Norėdami pasiteirauti dėl galimybės rezervuoti nakvynę bei kitais rūpimais klausimais skambinkite mums telefonu +37069056555 (visą parą).В Вильнюсе, в удобном месте города, рядом с автовокзалом и ЖД вокзалом находится хостел ""Stoties hostelis"", где можно удобно и недорого остановитьса жителям или гостям города.Особено удобно здесь остоновиться на более длительное время, так как тогда мы предостовляем значительные скидки. Есть возможность удобно в одном месте разместить сотрудниковвашего колектива, приехавших из других городов или стран.Уютные, чистые помещения и добрыий, отзывчевый персонал также владеет русским языком. Удобная гео локация позволит легко добратся до любой точки Вильнуса и других городов Литвы и заграницы.Магазины, кафе, места проведения досуга и другие развлечения в городе находятся рядом, легко доступны пешком.Это прекрасное решение и для одной ночи, и для долгосрочного проживания.
Цены размещения в общей комнате за одну кровать:
- день прибытия 16€,
- следующий день 12€,
- неделя 80€,
- месяц 300€.Для размещения или более подробной информации звоните по номеру +37069056555.
Ждем вас круглосуточно!",,,,'NoneType' object has no attribute 'text',,15 µg/m3,24.7 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-isnuomojamas-nedidelis-1kambario-butas-4-1172871/,"Vilnius, Pilaitė, Vydūno g., 1 kambario buto nuoma",250.0,,17 m²,250 €,1,1,9,1994,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1172871,2022-09-01,2022-09-20,2022-10-16,33,4175/15 (iš viso/šiandien),54.707298,25.179626,4175/15,,'NoneType' object has no attribute 'find_all',"Išnuomojamas nedidelis 1kambario butas centrinėje Pilaitės gatvėje.Ramus kaiminai,puikus susisiekimas su kitais miesto mikrorajonais,iki centro7km.Salia keletą prekybos centru,kavinių,poliklinika,sporto klubų,netoliese keli ežerai,miskelis",,,,'NoneType' object has no attribute 'text',,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-rooms-for-students-in-old-town-vingriu-st-4-977965/,"Vilnius, Senamiestis, Vingrių g., kambario nuoma",290.0,3A,15 m²,290 €,1,2,2,1940,Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-977965,2022-06-05,2022-10-01,2022-10-13,492,105630/57 (iš viso/šiandien),54.6796,25.275807,105630/57,,,"ROOMS FOR STUDENTS
IN OLD TOWN, VINGRIU ST.
KAMBARIAI STUDENTAMS
SENAMIESTYJE, VINGRIU G.1 BUTAS (4 KAMBARIŲ) / 1 FLAT (4 ROOMS):
NR.01-09m2(2a./fl.) 280eur Rented
NR.02-14m2(2a./fl.) 320eur Rented
NR.03-09m2(2a./fl.) 280eur Rented
NR.04-18m2(2a./fl.) 320eur Rented
With shared kitchen and bathroom
2 BUTAS (3 KAMBARIŲ) / 3 FLAT (3 ROOMS):
NR.05-10m2(2a./fl.) 300eur Rented
NR.06-11m2(2a./fl.) 300eur Rented
NR.07-16m2(2a./fl.) 320eur Rented
With shared kitchen and bathroom
3 BUTAS (3 KAMBARIŲ) / 3 FLAT (3 ROOMS):
NR.08-10m2(1a./fl.) 270eur Rented
NR.09-09m2(1a./fl.) 270eur Rented
NR.10-07m2(1a./fl.) 250eur Rented
With shared kitchen and bathroom
4 BUTAS (1 KAMBARIO) / 4 FLAT (1 ROOM):
NR.11-10m2(1a./fl.) 340EUR Rented
With private kitchen and bathroom
5 BUTAS (1 KAMBARIO) / 5 FLAT (1 ROOM):
NR.12-17m2(1a./fl.) 250eur Rented
With shared kitchen and bathroom
6 BUTAS (1 KAMBARIO) / 6 FLAT (1 ROOM):
NR.13-23m2(1a./fl.) 450eur FROM 11.01
With private kitchen and bathroomPapildomai paslaugos 50 EUR per mėnesį /
Plus utilities 50 EUR per month /
Nuomos sutartys terminuotos - vienerių metų
Contracts are terminated - one year long
Depozitas 2 mėn nuomos kainos dydžio /
Deposit 2 month rent price size /BENDROS ERDVĖS - VIRTUVĖ, VALGOMASIS, VONIA IR WC; KAMBARIAI SU BŪTINAIS BALDAIS; VIRTUVĖJE - BUITINĖ TECHNIKA, VIETA MAISTO GAMINIMUI, VALGOMASIS; SKALBYKLĖ, DŽIOVYKLĖ, ŠALDYTUVAI, ORKAITĖ IR KT. ĮRANGA; INTERNETAS; LAIPTINĖJE VIETA STATYTI DVIRAČIAMS /
COMMON AREAS - KITCHEN, DINING ROOM, BATHROOM AND WC; ROOMS WITH NECESSARY FURNITURE; IN THE KITCHEN - HOUSEHOLD APPLIANCES, A PLACE FOR COOKING, A DINING ROOM. WASHING MACHINE, DRYER, REFRIGERATOR, OVEN, OTHER EQUIPMENT; INTERNET; BICYCLES CAN BE PARKED IN THE STAIRWELL /GRETA „MO“ MUZIEJUS, VOKIEČIŲ G., KAVINĖS IR BARAI. UNIVERSITETAI, KOLEGIJOS. PARDUOTUVĖS. VIEŠOJO TRANSPORTO STOTELĖS, DALIJIMOSI TRANSPORTO PRIEMONĖMIS VIETOS /
NEXT TO THE MO MUSEUM, VOKIECIU STR., CAFES AND BARS. UNIVERSITIES, COLLEGES. STORES. PUBLIC TRANSPORT STOPS, VEHICLE SHARING POINTS /BENDRA INFORMACIJA / GENERAL INFORMATION:
Kamb. / Rooms - nuo 8 iki 18m2 / from 8 to 18m2KITA INFORMACIJA / OTHER INFORMATION:
Nuomininkams nuo 19 iki 29 metų amžiaus
Paslaugos - šildymas, šaltas ir karštas vanduo, elektra, internetas, šiukšlių išvežimas, namo administravimas, draudimas
Tualetas ir vonia atskirai
Uždaras kiemas
Bendrose patalpose yra šaldytuvai, skalbimo mašina, džiovyklė, viryklė, orkaitė, kita įranga
Rakinama laiptinė /
For tenants from 19 to 29 years old /BE TARPININKŲ
+370-659-45810.","Tualetas ir vonia atskirai, Internetas, Virtuvė sujungta su kambariu, Buto dalis","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",,'NoneType' object has no attribute 'text',,14.8 µg/m3,22.6 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-birutes-g-isnuomojami-naujai-irengti-kambariai-zveryne-4-1179349/,"Vilnius, Žvėrynas, Birutės g., 1 kambario buto nuoma",250.0,56,18 m²,250 €,1,1,6,1980,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1179349,2022-09-22,2022-10-07,,15,3055/105 (iš viso/šiandien),54.696335,25.241314,3055/105,5 Klasė Vidutinė (4-5),,"Išnuomojami naujai įrengti kambariai Žvėryne, Birutės g. 56, Vilnius.
Puiki vieta, visiškai šalia Boriso Nemcovo skvero.Virtuvė, dušai, WC bendri aukštui. Kambariuose yra kondicionieriai.Nuomos terminas - 1 metaiGyvenant kambaryje 1 asmeniui- kaina 250 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 2 asmenims - kaina 300 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 3 asmeniui- kaina 350 eur/mėn + komunaliniai mokesčiai.",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Vaizdo kameros,,,11.3 µg/m3,20.1 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-paneriuose-v-a-graiciuno-g-nuomojamas-mazas-taciau-sviesus-bei-jaukus-4-1137404/,"Vilnius, Paneriai, V. A. Graičiūno g., 1 kambario buto nuoma",220.0,10,10 m²,220 €,1,2,5,"1985 statyba, 2020 renovacija",Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1137404,2022-09-23,2022-10-01,,61,2533/92 (iš viso/šiandien),54.621787,25.144173,2533/92,,'NoneType' object has no attribute 'find_all',"NUOMOJAMAS MAŽAS TAČIAU ŠVIESUS BEI JAUKUS, 10 KV.M, BUTAS V.A. GRAIČIŪNO G. 10• 2020m. RENOVUOTAS NAMAS
• VISI PATOGUMAI BUTE
• ATSKIRAS BUTAS ( NE BENDRABUČIO TIPO ! )
• ŠILDYMO SEZONO METU KOMPENSUOJAME DALĮ ELEKTROS IŠLAIDŲ.BENDRA INFORMACIJA:
• Adresas: V.A. Graičiūno g. 10
• Šildymas: Elektra
• Vandentiekis ir kanalizacija: miestoĮRENGIMAS:
• Sienos: dažytos
• Grindys: linoliaumas
• Langai: plastikiniai
• Durys: medžio laminato
• Yra visi reikalingiausi baldai bei buitinė technikaVIETA:
• Namo kieme nemokamos parkavimo vietos.
• Patogus susisiekimas, prie pat namo autobusų stotelė.
• Arti kelios kavinės, valgyklos, maisto prekių parduotuvė.Nuomos mokestis yra 55 eurai už savaitę (220eur/4 savaitėms), mokama kartą per mėnesį plius komunalinės paslaugos.
Įsikėlimui bei sutarties pasirašymui iš viso reiktų 610 Eur (į šią sumą įeina užstatas/depozitas 2mėn mėn 440eur., ir VIENKARTINIS TARPININKAVIMO MOKESTIS 170eur.), o nuomos mokestis mokamas po gyvento laikotarpio.ATSIRADUS NUOMININKAMS, SKELBIMAS BUS PAŠALINTAS.",,,,'NoneType' object has no attribute 'text',,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-dumu-g-nuomojamas-naujai-irengtas-vieno-kambario-4-1184180/,"Vilnius, Naujoji Vilnia, Dūmų g., 1 kambario buto nuoma",250.0,3,18 m²,250 €,1,3,3,1981,Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1184180,2022-10-08,2022-10-08,,4,248/183 (iš viso/šiandien),54.692644,25.399208,248/183,,'NoneType' object has no attribute 'find_all',"Nuomojamas naujai įrengtas vieno kambario loftas-studija N.Vilnioje., Dūmų g. Loftas kokybiškai naujai suremontuotas. Nauja elektros instaliacija bei kanalizacija. Geras susisiekimas su pagrindiniai Vilniaus miesto rajonais, tik 10 min. iki senamiesčio. Prie pastato, apie 30 m., autobuso stotelė.
Yra visi butini baldai bei buitinė technika.BENDRA INFORMACIJA:- Lofto plotas - 19 kv.m.;
- Kambarių skaičius – 1;
- Aukštas – 3/3;- Plastikiniai langai;
- Sienos dažytos;
- Svetainė su virtuve;
- Karštas vanduo šildomas boileriu;- Miesto komunikacijos.Loftas šiltas ir šviesus. Individuali elektros, vandens, šildymo apskaita. Erdvi automobilių aikštelė, visada rasite vietą savo automobiliui.Išvystyta infrastruktūra: traukinių stotis, PC „Iki“, „Maxima“, „Lidl“.
Jei loftas tiks bus taikomas vienkartinis agenturos mokestis.PARDUODATE? Skambinkite – nemokamai konsultuojame, nemokamai nustatome Jūsų objekto rinkos kainą","Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima su gyvūnais","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-vienas-kambarys-justiniskese-4-1183966/,"Vilnius, Justiniškės, Taikos g., kambario nuoma",180.0,197,15 m²,180 €,1,3,5,1986,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183966,2022-10-07,2022-10-09,,5,361/127 (iš viso/šiandien),54.712603,25.214108,361/127,6 Klasė Bloga (6-8),'NoneType' object has no attribute 'find_all',"Nuomojamas vienas kambarys Justiniškėse.Bute gyvena šeimyninkė, pageidaujama nuomininkė - mergina.
Nuomojomas su visais baldais ir buitine technika.
Mėnesinis mokestis yra 180 Eur/ mėn.(fiksuotas su mokesčiais)
– Bendras plotas – 15 kv/m;
– Šviesus kambarys;
– Balkonas;
– Baldai ir buitinė technika;
– Rami bendruomeniška kaimynystė.Kambarys nuomojamas nerūkančiam ir be žalingų įpročių nuomininkui.
Depozito nėra.
Bus taikomas vienkartinis tarpininkavimo mokestis.",,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-birutes-g-isnuomojami-naujai-irengti-kambariai-zveryne-4-1183850/,"Vilnius, Žvėrynas, Birutės g., 1 kambario buto nuoma",250.0,56,18 m²,250 €,1,1,6,1980,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183850,2022-10-07,2022-10-07,,4,185/25 (iš viso/šiandien),54.696335,25.241314,185/25,5 Klasė Vidutinė (4-5),,"Išnuomojami naujai įrengti kambariai Žvėryne, Birutės g. 56, Vilnius.
Puiki vieta, visiškai šalia Boriso Nemcovo skvero.Virtuvė, dušai, WC bendri aukštui. Kambariuose yra kondicionieriai.Nuomos terminas - 1 metaiGyvenant kambaryje 1 asmeniui- kaina 250 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 2 asmenims - kaina 300 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 3 asmeniui- kaina 350 eur/mėn + komunaliniai mokesčiai.",,"Skalbimo mašina, Su baldais",,,,11.3 µg/m3,20.1 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-birutes-g-isnuomojami-naujai-irengti-kambariai-zveryne-4-1176913/,"Vilnius, Žvėrynas, Birutės g., 1 kambario buto nuoma",250.0,56,18 m²,250 €,1,1,6,1980,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1176913,2022-09-14,2022-10-07,,13,1963/12 (iš viso/šiandien),54.696335,25.241314,1963/12,5 Klasė Vidutinė (4-5),,"Išnuomojami naujai įrengti kambariai Žvėryne, Birutės g. 56, Vilnius.
Puiki vieta, visiškai šalia Boriso Nemcovo skvero.Virtuvė, dušai, WC bendri aukštui. Kambariuose yra kondicionieriai.Nuomos terminas - 1 metaiGyvenant kambaryje 1 asmeniui- kaina 250 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 2 asmenims - kaina 300 eur/mėn + komunaliniai mokesčiai.
Gyvenant kambaryje 3 asmeniui- kaina 350 eur/mėn + komunaliniai mokesčiai.",Nauja kanalizacija,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Vaizdo kameros,,,11.3 µg/m3,20.1 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-keramiku-g-sviesus-siltas-ir-erdvus-26kvm-butas-nera-4-1183762/,"Vilnius, Antakalnis, Keramikų g., 1 kambario buto nuoma",300.0,1,26 m²,300 €,1,4,4,1976,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183762,2022-10-06,2022-10-06,,14,417/64 (iš viso/šiandien),54.729638,25.373948,417/64,5 Klasė Vidutinė (4-5),'NoneType' object has no attribute 'find_all',"Šviesus, šiltas ir erdvus 26kv.m butas;NĖRA JOKIO AGENTŪROS MOKESČIO;
Ramybės ir žalumos apsuptyje;
4 aukštas (nekampinis);
Visi baldai;
Buitinė technika;Puikus susisiekimas visomis Vilniaus kryptimis;
Šalia parduotuvės, švietimo įstaigos, parkas, viešojo transporto stotelės;Juozas Gintila | NNTB
tel. 868884884,
juozas@nntb.lt","Internetas, Kabelinė televizija","Skalbimo mašina, Su baldais, Šaldytuvas, Vonia",Kodinė laiptinės spyna,,Vieta automobiliui,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-nuomojamas-vieno-kambario-butas-kareiviu-g-4-1174763/,"Vilnius, Žirmūnai, Kareivių g., 1 kambario buto nuoma",280.0,7A,18 m²,280 €,1,1,5,1981,Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1174763,2022-10-06,2022-10-06,,24,373/46 (iš viso/šiandien),54.717418,25.296605,373/46,3 Klasė Gera (1-3),'NoneType' object has no attribute 'find_all',"Nuomojamas vieno kambario butas Kareivių g. 7A.
Bute yra visi reikalingi baldai ir buitinė technika.
Gerai išvystyta infrastruktūra, šalia prekybos centrai, visuomeninio transporto stotelės.
Butas nuomojamas be gyvūnų.
Agentūros mokestis 200 eurų.
Apžiūrėti galima jau dabar.
Platesnė informacija telefonu.","Aukštos lubos, Internetas, Virtuvė sujungta su kambariu","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė","Šarvuotos durys, Kodinė laiptinės spyna",,Vieta automobiliui,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-nuomojamas-irengtas-vieno-kambario-loftas-4-1183532/,"Vilnius, Naujoji Vilnia, Pramonės g., 1 kambario buto nuoma",260.0,,26 m²,260 €,1,5,5,1981,Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1183532,2022-10-06,2022-10-06,,2,317/53 (iš viso/šiandien),54.694177,25.442351,317/53,,,"Nuomojamas įrengtas vieno kambario loftas-studija N.Vilnioje., Pramones g. Bute yra visi butini baldai (sofa-lova, virtuves komplektas) bei buitinė technika (skalbimo mašina, šaldytuvas, viryklė). Nauja elektros instaliacija bei kanalizacija. Geras susisiekimas su pagrindiniai Vilniaus miesto rajonais, tik 10 min. iki senamiesčio. Prie pastato, apie 10 m., autobuso stotelė, parduotuvė.
Yra visi butini baldai bei buitinė technika.BENDRA INFORMACIJA:- Lofto plotas - 26 kv.m.;
- Kambarių skaičius – 1;
- Aukštas – 5/5;- Plastikiniai langai;
- Sienos dažytos;
- Svetainė su virtuve;
- Karštas vanduo šildomas boileriu;- Miesto komunikacijos.Loftas šiltas ir šviesus. Individuali elektros, vandens, šildymo apskaita. Erdvi automobilių aikštelė, visada rasite vietą savo automobiliui.Išvystyta infrastruktūra: traukinių stotis, PC „Iki“, „Maxima“, „Lidl“
Jei loftas tiks bus taikomas vienkartinis agenturos mokestis.PARDUODATE? Skambinkite – nemokamai konsultuojame, nemokamai nustatome Jūsų objekto rinkos kainą","Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima su gyvūnais","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',,9.7 µg/m3,22.3 µg/m3,,
https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-p-zadeikos-g-nuomojamas-labai-tvarkingas-1-kambarys-3-4-1183298/,"Vilnius, Fabijoniškės, P. Žadeikos g., kambario nuoma",230.0,,13 m²,230 €,1,1,10,1990,Monolitinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183298,2022-10-05,2022-10-05,,4,701/78 (iš viso/šiandien),54.731225,25.24155,701/78,,'NoneType' object has no attribute 'find_all',"NUOMOJAMAS LABAI TVARKINGAS 1 KAMBARYS 3 KAMBARIŲ BUTE!• We are looking for a woman or a girl to rent a room •
• Ищем женщину или девушку для аренды комнаты •Fabijoniškėse, Žadeikos g., išnuomojamas labai tvarkingas ~13 kv.m., kambarys trijų kambarių bute.
Kambarys labai jaukus, šviesus ir šiltas, išnuomojamas su erdvia spinta.Šalia viešojo transporto stotelė.
Geras susisiekimas su visais miesto rajonais.******************************************************************
Skambinti galite Jums patogiu laiku. Nepavykus prisiskambinti, rašykite sms - perskambinsiu.
******************************************************************
Jei butas tiks, bus taikomas vienkartinis agentūros mokestis.
Nekilnojamo turto agentūra OPPA.
www.oppa.lt","Tualetas ir vonia atskirai, Nauja elektros instaliacija, Kabelinė televizija","Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',"Balkonas, Vieta automobiliui, Drabužinė",,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-kalvariju-g-isnuomojamas-tvarkingas-ir-jaukus-1-kambario-4-1183014/,"Vilnius, Jeruzalė, Kalvarijų g., 1 kambario buto nuoma",290.0,,18 m²,290 €,1,5,12,1984,Kita,Centrinis,Įrengtas,www.aruodas.lt/4-1183014,2022-10-04,2022-10-05,,18,1025/89 (iš viso/šiandien),54.722953,25.284766,1025/89,,'NoneType' object has no attribute 'find_all',"IŠNUOMOJAMAS TVARKINGAS IR JAUKUS 1 KAMBARIO BUTAS JERUZALĖJE, KALVARIJŲ GATVĖJE.Išnuomojamo buto privalumai:-Strategiškai patogi vieta gyventi, šalia daug žalių erdvių;
-nuomojamas su baldais ir buitine technika;
-parkavimas bendrame kieme;
-rami ir draugiška kaimynystė;
-aplink rasite prekybos centrus, kavines bei kitas patogiam gyvenimui reikalingas miesto vietas.Objektui taikomas vienkartinis tarpininkavimo mokestis.Dėl apžiūros skambinkite Jums patogiu metu +37061884502. Rašykite igerusinfo@gmail.comIGERUS - nekilnojamojo turto ekspertų paslaugos bei konsultacijos visoje Lietuvoje.","Nauja kanalizacija, Virtuvė sujungta su kambariu","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Šarvuotos durys,'NoneType' object has no attribute 'text',Drabužinė,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-tyzenhauzu-g-nuomojamas-1-kambario-butas-patogioje-vietoje-4-1183000/,"Vilnius, Naujininkai, Tyzenhauzų g., 1 kambario buto nuoma",300.0,9,33 m²,300 €,1,9,13,1983,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1183000,2022-10-04,2022-10-04,,5,761/82 (iš viso/šiandien),54.668967,25.289426,761/82,4 Klasė Vidutinė (4-5),'NoneType' object has no attribute 'find_all',"NUOMOJAMAS 1 KAMBARIO BUTAS PATOGIOJE VIETOJE Tyzenhauzų g. SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA,----SKELBIMO APRAŠYME ESANTIS ID:8399----BUTAS JAU LAISVASPAGRINDINIAI PRIVALUMAI:
+ Taip pat įskaičiuoti baldai ir buitinė technika;+ Vieninga ir tvarkinga bendruomenė.
+ Geras susisiekimas su visu VilniumiVonios kambariu naudojasi 1 kaimynaiNUOMOJAMAS BUTAS VILNIUJE
- Šviesaus 1 kambario nuoma Tyzenhauzų g.
- 9 aukštas iš 13,- 33 kv.m.,- 1983m.- Mūrinis, .NUOMOJAMO BUTO ĮRENGIMAS- plastikiniai langai- laminatas- laiptinės šarvo durys,- VISA BUITINĖ TECHNIKA: Šaldytuvas, skalbimo mašina, gartraukis, elektrinė kaitlentė.LAIPTINĖ
- Tvarkinga laiptinė
- Metalinės, kodinės laiptinės durysPARKINGAS
- Bendra aikštelė prie pat namo.---
KAINA: 300 EUR
Vienkartinis tarpininkavimo mokestis (jei butas tiks).------------
proreal.lt
----------------BUTO ID:8399----",,,,,,,,,
https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-nuomojamas-1-kambarys-2-kambariu-bute-d-4-1182988/,"Vilnius, Karoliniškės, Dariaus Gerbutavičiaus g., kambario nuoma",150.0,10,14 m²,150 €,1,3,5,1975,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1182988,2022-10-04,2022-10-04,,2,473/65 (iš viso/šiandien),54.692856,25.210373,473/65,,'NoneType' object has no attribute 'find_all',"Nuomojamas 1 kambarys 2 kambarių bute D.Gerbutavičiaus g. , Karoliniškėse, Vilniuje.Išnuomojamas kambarys 2 kambarių bute. Kambarys yra su plastikiniais langais. Kambaryje yra baldai, lova, bute taip pat skalbimo mašina, šaldytuvas. Kitame kambaryje gyvena maloni namų šeimininkė. Nuomotoja pageidauja nuomininkės tvarkingos dirbančios PANELĖS. Už šildyma moketi nereikia.
Namas yra toliau nuo gatvės.
Šalia yra viešojo transporto stotelės, iš kurių lengvai nusigausite į bet kurią miesto dalį.
*************************************************************
Taikomas vienkartinis tarpininkavimo mokestis.
*************************************************************
Nekilnojamojo turto agentūra EUReNT
www.eurent.lt",Tualetas ir vonia atskirai,"Skalbimo mašina, Su baldais, Šaldytuvas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',,,,,
